Timestamp,Survey,Job Title,Gender,City,Gross Salary,Currency,Day Rate,Years of XP,Benefits,What is your employment status?
18/02/2019,FR,GAME DESIGNER,H,Paris,"25,000 €",EUR,,2,"Mutuelle, tarifs réduits pour repas du midi, chèque noël",
19/02/2019,FR,GAME DESIGNER,H,Paris,"25,000 €",EUR,105 €,1,"Possibilité de cumuler les contrats, flexibilité de la présence (télétravail possible)",Auto-Entrepreneur
02/09/2020,FR,GAME DESIGNER,H,Paris,"33,500 €",EUR,,3,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité",CDI 37h
05/03/2018,FR,GAME DESIGNER,H,Paris,"25,200 €",EUR,,1,,CDD
20/02/2019,FR,GAME DESIGNER,H,Paris,"27,600 €",EUR,,4,"Tickets resto (9€, 50% par l'entreprise), transport 50%",CDD - 39h
18/02/2019,FR,GAME DESIGNER,H,Paris,"28,000 €",EUR,,1,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité",CDD 37h
18/02/2019,FR,GAME DESIGNER,H,Paris,"28,000 €",EUR,,1,"Transport 50%, Mutuelle",CDD
18/02/2019,FR,GAME DESIGNER,H,Paris,"28,000 €",EUR,,1,,
22/12/2019,FR,GAME DESIGNER,H,Paris,"28,476 €",EUR,,2,"Ticket resto, 50% transports, cheque cadeau noel",CDI - ETAM
18/02/2019,FR,GAME DESIGNER,H,Paris,"28,500 €",EUR,,5,,
20/02/2019,FR,GAME DESIGNER,H,Paris,"29,000 €",EUR,,2,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité...",CDI
18/02/2019,FR,GAME DESIGNER,F,Paris,"29,000 €",EUR,,2,"Tickets restos, mutuelle, 50% des transports, télétravail occasionnel possible, CE, primes vacances/projet/participation",
18/02/2019,FR,GAME DESIGNER,H,Paris,"29,000 €",EUR,,5,,CDI
25/02/2019,FR,GAME DESIGNER,F,Paris,"30,000 €",EUR,,,,
18/02/2019,FR,GAME DESIGNER,F,Paris,"30,200 €",EUR,,4,Prime annuelle ,CDI
20/02/2019,FR,GAME DESIGNER,H,Paris,"32,400 €",EUR,,3.75,"Tickets resto, 50% transports, RTT, chèque cadeau Noël, actions.",CDI 37.5H
19/02/2019,FR,GAME DESIGNER,H,Paris,"34,000 €",EUR,,5,"tickets resto, 50% transports, mutuelle, jeux gratuits",CDI 37h
20/02/2019,FR,GAME DESIGNER,H,Paris,"34,000 €",EUR,,4,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité",CDI 35h
21/02/2019,FR,GAME DESIGNER,H,Paris,"38,000 €",EUR,,5,"Tickets resto, mutuelle, 50% transport, Interessement",CDI
20/02/2019,FR,GAME DESIGNER,H,Paris,"41,000 €",EUR,,9,"Tickets resto (9€, 50% par l'entreprise), transport 50%, achats d'action à coûts réduits, prime à la rentabilitié, jeux gratuits, mutuelle, ",CDI
22/02/2019,FR,GAME DESIGNER,H,Paris,"50,000 €",EUR,,8,interessement,CDI
23/04/2020,FR,GAME DESIGNER,H,Paris,"25,000 €",EUR,,0.5,,
20/07/2020,FR,GAME DESIGNER,F,Paris,"29,000 €",EUR,,1.5,"Tickets resto 8€, 50% transports, mutuelle, chèque Noël, actions gratuites",CDD 35h
06/12/2021,FR,GAME DESIGNER,H,Paris,33 000 €,EUR,,6,"Tickets resto 8€, 50% transports, mutuelle, actions gratuites",CDI
,FR,GAME DESIGNER,H,Paris,,EUR,,8,"Healthcare insurance pack remboursé jusqu'à 1000USD par an. Bonus de semestres (variables à la performance). 13ème mois en Janvier (Nouvel An Lunaire). 16 jours de RTT/an pour commencer, +1 / 2 ans de seniorité. 1 semaine de congé de la boîte pour Nouvel An Lunaire.",CDI
18/04/2019,FR,GAME DESIGNER,F,Province,,EUR,,0.5,,
19/02/2019,FR,GAME DESIGNER,H,,"26,400 €",EUR,,3,,CDD 35h
19/02/2019,FR,GAME DESIGNER,F,Lyon,"26,400 €",EUR,,10,Petite prime de fin d'année. Très peu d'heures supp.,CDI 35h
06/04/2021,FR,GAME DESIGNER,H,Paris,"40,000 €",EUR,,13,"Tickets resto, mutuelle, 50% transport, télétravail occasionel possible",CDI
18/02/2019,FR,GAME DESIGNER/ ASSISTANT GESTION PROJET,H,Paris,"20,400 €",EUR,,1,"Mutuelle, 50% transports, prime (1/2 mois de salaire tous les 6 mois si objectifs atteints)",CDI 35h
24/10/2019,FR,GAME PROGRAMMER,H,Seoul (Corée),"22,000 €",EUR,,0.58,"1 RTT par mois, horaires flexibles ( 1 heure flexible ) , cadeaux de fêtes, assurances, réductions mag",CDI - 45H 
06/12/2021,FR,GAME PROGRAMMER,H,Paris,34 000 €,EUR,,2,"Tickets Resto, 50% transport, Mutuelle (assez médiocre), interessement, forfait internet",CDI
04/03/2019,FR,GAME/LEVEL DESIGNER,H,Paris,"27,600 €",EUR,,3,"Tickets restaurants (20*8€) a moitié payé par l'employeur, 50% sur les transports, mutuelle",CDI 37h (1RTT par mois)
19/02/2019,FR,GAME/LEVEL DESIGNER,H,Paris,"30,000 €",EUR,,6,tickets restos (7€),CDI 38.72h +1RTT
28/02/2019,FR,GAME/LEVEL DESIGNER,F,Paris,"37,800 €",EUR,,4,"Mutuelle, 50% transport, RTT (1/mois), Tickets resto, fruits",CDI Cadre 38h
07/06/2020,FR,GAMEPLAY PROGRAMMER,F,Annecy,"42,000 €",EUR,,8,"Primes, intéressement-participation",CDI
26/09/2020,FR,GAMEPLAY PROGRAMMER,F,Annecy,"39,600 €",EUR,,5,"Primes de projet, intéressement-participation, jeux gratuits",CDI
19/02/2019,FR,GAMEPLAY PROGRAMMER,H,Lille,"49,400 €",EUR,,10,"Chèques cadeaux à Noël, légère flexibilité des horaires, tickets restos",CDI - 35h
10/04/2019,FR,GAMEPLAY PROGRAMMER,H,Lyon,"40,400 €",EUR,,2,"Tickets resto, mutelle, 50% transport, événements boite",CDI - 35h - Cadre
03/03/2019,FR,GAMEPLAY PROGRAMMER,H,Lyon,"46,400 €",EUR,,5,"50% transports (bien que ce soit obligatoire), fruits. Pas de prime comme promis lors de mon entretien d'embauche:(",CDI
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Lyon,"55,400 €",EUR,,4,"jeux gratuits, corbeilles de fruits, tickets restos",Salarié - Cadre
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Lyon,"58,400 €",EUR,,4,"mutuelle, tickets restos, intéressement, CE50% transports",CDI - Cadre -37h 
21/02/2019,FR,GAMEPLAY PROGRAMMER,H,Montpellier,"35,400 €",EUR,,10,"tickets resto, mutuelle, renta, RTT",CDI 35h
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Montpellier,"43,400 €",EUR,,5,"Tickets restos, avantages divers (CE, reduction loisirs, jeux gratuits...), 1 RTT par mois - fruits gratos - prime de rentabilité studio France",
25/02/2019,FR,GAMEPLAY PROGRAMMER,H,Montpellier,"47,400 €",EUR,,9,"Tickets resto, 50% transports, mutuelle, Prime Renta, Jeux gratuit...",
18/02/2019,FR,GAMEPLAY PROGRAMMER,F,Montpellier,"50,400 €",EUR,,1,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité","CDD, 39h"
21/02/2019,FR,GAMEPLAY PROGRAMMER,H,Montpellier,"60,400 €",EUR,,5,"Tickets resto, 50% transport, primes","CDD, bientot CDI"
27/02/2019,FR,GAMEPLAY PROGRAMMER,F,Montpellier,"62,400 €",EUR,,<1,"Horaires flexibles, congés libres, mutuelle, matériel de qualité, salle de sport, ambiance très bienveillante",
15/07/2019,FR,GAMEPLAY PROGRAMMER,F,Montpellier,"64,400 €",EUR,,1,"Horaires flexibles, 100 % Mutuelle + Mutuelle complémentaire, prime de Noël, Deliveroo Business",CDD - 35H
25/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"27,400 €",EUR,,5,,CDI
21/03/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"28,400 €",EUR,,5,"Tickets restos, Mutuelle, 50% transports, jeux gratuits",CDI - 35h
29/07/2019,FR,GAMEPLAY PROGRAMMER,F,Paris,"29,400 €",EUR,,3,,CDD 1an - 37h - Cadre
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"31,400 €",EUR,,4,"tickets restaurant (50%), 50% transport, chèque cadeaux pour noël, fruits 1/sem, CE,  1 RTT, espace de travail entièrement repensé",CDI 
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"32,400 €",EUR,,7,"Tickets restos, mutuelle, possibilité de télétravail.",
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"33,400 €",EUR,,2,,Bonus sur objectifs inclus dans le salaire
03/03/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"34,400 €",EUR,,5,,CDD
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"36,400 €",EUR,,4,"Tickets restau, 50% du titre de transport, Intéréssement au bénéfice, chèque cadeau pour Noël",CDI forfait jour
19/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"37,400 €",EUR,,4,,CDI - 35h
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"38,400 €",EUR,,2,"Tickets restos, mutuelle, possibilité de télétravail.",
20/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"39,400 €",EUR,,3,"Tickets resto 9€, transport 50%, fruits, petit dej lundi, évenements, primes, jeux gratuits, réductions (spectacle, sale de sport...)",CDI
20/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"41,400 €",EUR,,3,"jeux gratuits, 50% transports, prime annuelle (~1 mois de salaire)",CDI
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"42,400 €",EUR,,2.5,"Tickets resto, 50% transports, mutuelle, jeux gratuits, CE","Ingénieur, cadre sous Syntec , 37h (+RTT), CDI"
25/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"44,400 €",EUR,,4,"Télétravail, dessert offert à toute l'équipe 1x/semaine",CDI 35h
18/08/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"45,400 €",EUR,,1.5,"Quelques jeux gratuits, prime annuelle",CDI 35H
20/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"48,400 €",EUR,,1.5,"Tickets restos, 50% transport, CE, jeux gratuits, 1 RTT/mois, Prime rentabilité",CDI
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"51,400 €",EUR,,1.5,,"A ce qui parait on a une grille de salaire interne, on la cherche toujours. Ingénieur ETAM sous Syntec , 37h, CDI"
20/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"52,400 €",EUR,,2,"tickets resto, 50% transports, mutuelle",CDI
03/03/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"53,400 €",EUR,,0.5,"Ticket Restaurant (9€), 50% Transport, Mutuelle, Statut Cadre dès l'embauche",CDI - Cadre
25/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"54,400 €",EUR,,5,Mutuelle / transport,CDI
25/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"56,400 €",EUR,,2.5,"1RTT/mois, remboursement transport 50%, mutuelle",CDD - 39h
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"57,400 €",EUR,,1.5,"50% transport, tickets restos, mutuelle, RTT, CE","CDI 37,5h"
26/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"59,400 €",EUR,,1,"Mutuelle, 50% transports, tickets resto, primes",CDD 38h
18/02/2019,FR,GAMEPLAY PROGRAMMER,H,Paris,"61,400 €",EUR,,2,"Subvention cantine 4€, Mutuelle, 50% transport en commun, team building",CDI 35h
19/02/2019,FR,GAMEPLAY PROGRAMMER,H,Toulouse,"65,400 €",EUR,,7,Full télétravail,CDI
19/02/2019,FR,GAMEPLAY PROGRAMMER,H,Tourcoing,"63,400 €",EUR,,2,"50% tickets resto, 50% mutuelle",CDD
09/06/2020,FR,GENERALIST PROGRAMMER,F,Montpellier,"69,400 €",EUR,,1.5,"Télétravail, horaires flexibles",CDI
04/03/2019,FR,GENERALIST PROGRAMMER,H,Paris,"66,400 €",EUR,,8,"Teletravail, jeux gratuits",CDI
20/02/2019,FR,GENERALIST PROGRAMMER,H,Paris,"67,400 €",EUR,,4,"Transports 50%, fruits toutes les semaines",CDI 35h
18/02/2019,FR,GENERALIST PROGRAMMER,NB (percu F),Paris,"30,000 €",EUR,,2.5,"titre transport (50%), mutuelle (50%), chèques à noel, une partie de la cantine d'entreprise, pas de crunch et heures supp payées quand il y en a",CDI
18/02/2019,FR,GENERALIST PROGRAMMER,H,Paris,,EUR,450 €,10,,Auto-entrepreneur
19/02/2019,FR,GÉRANT / CHEF DE PROJET,H,Montpellier,,EUR,,7,,Gérant SAS
18/02/2019,FR,GRAPHIC PROGRAMMER JUNIOR,H,Paris,"20,400 €",EUR,,1,"titre transport (50%), mutuelle (50%), chèques à noel, une partie de la cantine d'entreprise, pas de crunch et heures supp payées quand il y en a",
18/02/2019,FR,GRAPHISTE,F,Lille,"18,000 €",EUR,,5,"La liberté (créative, horaires, etc.)",Gérante 
25/02/2019,FR,GRAPHISTE,H,Lille,"33,600 €",EUR,,11,"Avantages entreprise (Tickets restau, Remboursement transport 50%, CE, Mutuelle, PEE, Prime de participation...)",CDI 35H
23/02/2019,FR,GRAPHISTE,H,Nantes,"19,200 €",EUR,,3,"50% transports, mutuelle, baby-foot (lol). PAS de tickets resto !",CDD 35H
03/01/2019,FR,GRAPHISTE,H,Nantes,"40,000 €",EUR,,10,"Bonne mutuelle, Participation",CDI
21/02/2019,FR,GRAPHISTE,F,Paris,"30,000 €",EUR,,5,"Tickets restaurants, Remboursement du Pass Navigo, Mutuelle, Prime de participation, CE",CDI 39h
25/02/2019,FR,GRAPHISTE,F,Paris,"32,000 €",EUR,,0.5,"Ticket Resto (9€), RTT, réductions sur abonement de sport, prime",CDD - 39H
18/02/2019,FR,GRAPHISTE 2D,H,Montpellier,"40,000 €",EUR,,20,"tickets resto, heures supp rémunérées, mutuelle, matériel",
18/02/2019,FR,GRAPHISTE 3D,F,Paris,"25,000 €",EUR,,1,50% transport,CDI
24/08/2020,FR,HOUDINI TECH ARTIST,H,,"30,000 €",EUR,,1,"Ticket resto, 50% transports, CE, prime vacances, prime de participation, café fruits",CDD - Cadre
19/02/2019,FR,INDIE DEV + FREELANCE GD/DEV,H,Aix,"26,000 €",EUR,400 €,12,,Freelance AGESSA
02/09/2020,FR,INTEGRATEUR,H,Bordeaux,"26,000 €",EUR,,2,"Ticket resto, 50% transports, prime de participation, café ",CDD - Cadre
01/01/2017,FR,JUNIOR ANIMATOR,H,Paris,"28,000 €",EUR,,0.5,"Tickets Restaurants, Remboursement de la carte de Transports en Commun (Pass Navigo)",CDI
19/02/2019,FR,JUNIOR ASSOCIATE PRODUCER,NB (perçu F),Paris,"24,600 €",EUR,,0.5,"Transport 50%, tickets restaurant, congées payées, jeux dématerialisés, panier de fruit/fruits secs",CDD / 38H
19/02/2019,FR,JUNIOR ASSOCIATE PRODUCER,F,Paris,"42,000 €",EUR,,5,"Heures sup, participation, jeux gratuits",CDI
26/02/2019,FR,JUNIOR ASSOCIATE PRODUCER,H,Villeurbanne,"25,200 €",EUR,,2.5,"Transport 50%, Mutuelle",CDD 35h
11/06/2021,FR,JUNIOR GAME DESIGNER,H,Paris,"30,000 €",EUR,,0,"Transport 50%, Mutuelle, Titres restaurants, jeux offerts, heures sup payées",CDI 35h (après 4 mois mois de stage + 1 an contrat de professionalisation)
19/02/2019,FR,JUNIOR GAMEPLAY PROGRAMMER,H,Annecy,"33,000 €",EUR,,2,"Primes de projet, intéressement-participation, jeux gratuits, heures sup payées, tickets restos","CDI après 6 mois de stage et 18mois de CDD, puis CDI, 37h, 1 RTT/mois"
21/04/2021,FR,JUNIOR GAMEPLAY PROGRAMMER,H,Montpellier,"33,500 €",EUR,,3,"Tickets resto (9€, 60% par l'entreprise)",CDI après 6 mois de stage et 18mois de CDD
19/02/2019,FR,Junior Gameplay Programmer,F,Paris,"35,000 €",EUR,,0.5,"12 jeux gratuits au choix / an, snacks illimité, horaires flexibles, team building",
20/02/2018,FR,JUNIOR GAMEPLAY PROGRAMMER,H,Paris,"35,000 €",EUR,,3,"Tickets resto (9€, 60% par l'entreprise), mutuelle 50%, transport 50%","CDI - Un an d'xp dans le JV, 2 dans le web"
17/03/2022,FR,Junior Gameplay Programmer,H,Paris,"37,000 €",EUR,,1,"Ticket resto (9€, 50% par l'entreprise), transport 50%, 4 jeux gratuits/an, CE, intéressement&participation","CDI - 37h, après sortie d'étude (1an alternance + des stages)"
09/08/2021,FR,JUNIOR GAMEPLAY PROGRAMMER,H,Montpellier,"32,000 €",EUR,,0,"Ticket resto, 50% transports, mutuelle, CE, prime vacances, prime de participation, jeux gratuits, investissement",CDD
06/12/2021,FR,JUNIOR GAMEPLAY PROGRAMMER,F,Montpellier,"21,600 €",EUR,,0,"Ticket resto, 50% transports, mutuelle, prime vacances, prime de participation",CDD - 35h
19/02/2019,FR,JUNIOR GRAPHICS PROGRAMMER,H,Lyon,"20,400 €",EUR,,0.5,,CDD
20/02/2021,FR,JUNIOR LEVEL DESIGNER,H,Annecy,"28,000 €",EUR,,<1,"Ticket resto, RTT, mutuelle, transports, prime de vacances, heures supp rémunérées, jeux gratuit, fruits café evenement, ",CDD 35h
07/04/2021,FR,JUNIOR LEVEL DESIGNER,H,Annecy,"30,000 €",EUR,,3,,CDI 37h
19/02/2019,FR,JUNIOR ONLINE PROGRAMMER,H,Montpellier,"31,000 €",EUR,,1,"Projets AAA, CE, Ambiance",CDD
10/07/2021,FR,JUNIOR ONLINE PROGRAMMER,H,Montpellier,"32,000 €",EUR,,1,"Ticket resto, 50% transports, mutuelle, CE, prime vacances, prime de participation, jeux gratuits, investissement",CDD
18/02/2019,FR,JUNIOR PROGRAMMER,H,Lyon,"26,400 €",EUR,,2.5,"Mutuelle, 50% Transport, prime de fin de projet, et ambiance générale très agréable",CDI 35h - Programmeur couteau suisse - Boite indé d'une 15aine de personne. Heure sup non payé (Mais jamais demandé)
18/02/2019,FR,JUNIOR PROGRAMMER,H,Paris,"31,000 €",EUR,,2,Télétravail total,
04/11/2021,FR,JUNIOR PROJECT COORDINATOR,F,Bordeayx,"30,000 €",EUR,,1,"Tickets resto (9€ payés à 50% par l'entreprise), 50% du titre de transport, 2 à 4 jeux en boîte, tous les jeux dématérialisés sur PC, Mutuelle, réductions possibles sur des abonnements de sport, réductions de billetterie, café/thé gratuit, Télétravail possible, flex office","CDD 6 mois, 37h par semaine, 1RTT par mois
Après 6 mois de stage (+6 mois dans la même boîte 2 ans avant)"
18/02/2019,FR,JUNIOR QA,H,Paris,"23,500 €",EUR,,0.75,"Tickets restau, 50% du titre de transport, Tous les jeux de la boites en démat, 2 jeux de la boite à l'année, Intéréssement au bénéfice",CDD 1 an 37H par semaine + 1 RTT par mois
12/05/2021,FR,JUNIOR TECHNICAL GAME DESIGNER,H,Annecy,"28,000 €",EUR,,0,"Ticket resto, 50% transports, mutuelle, CE, prime vacances, prime de participation",CDD
19/02/2019,FR,JUNIOR TOOLS PROGRAMMER,H,Lyon,"31,800 €",EUR,,3,"Transport 50%, Ticket resto 7.5€, panier fruit, Bon bureau, Respect lois, TeamBuilding. Statut Cadre",CDD - 1 an - 35h
09/04/2020,FR,JUNIOR TOOLS PROGRAMMER,H,Montpellier,"31,000 €",EUR,,2,"Transport 50%, Tickets Resto 9€, pas dégueu",CDD 37h
12/11/2021,FR,JUNIOR VOICE DESIGNER,H,Paris,32 000 €,EUR,,2,"Remote, mutelle, ticket resto, 50% transport, CE, interessement, participation, prime projet, formations",CDI - 38h
13/08/2021,FR,KNOWLEDGE MANAGER,F,Paris - Montpellier,"42,500 €",EUR,,1,"Tickets resto 200€, mutuelle, full télétravail, possibilité de déménager où je veux en France,  RTT, pas d'heures supp, chèques cadeaux CSE/Entreprise",CDI - Cadre (12 années XP en tout)
07/04/2021,FR,LEAD 3D ARTIST,H,Paris,"74,000 €",EUR,,7,"RTT, Tickets Resto, 50% Transports, Primes sur objectifs",CDI - Cadre
20/02/2019,FR,LEAD ARTIST,H,La Bastide de Seroux/Paris,"21,600 €",EUR,,2,"Ambiance, horaires flexibles",Freelance
20/02/2019,FR,LEAD ARTIST,H,Lyon,"40,000 €",EUR,,10,"Ticket resto, 50% transport, Mutuelle, prime Juin + décembre",CDI 39h
20/02/2019,FR,LEAD ARTIST,H,Paris,"42,000 €",EUR,,7,"Action en cours d'aquisition, Ticket resto, 50% transport, Mutuelle",CDI 35h
21/02/2019,FR,LEAD ARTIST 3D,H,Paris,"29,000 €",EUR,,4,Transports 50%,CDI
27/02/2019,FR,LEAD DESIGNER,H,-,"45,360 €",EUR,300.00 €,10,nada,Micro Entreprise - 4j/5
19/02/2019,FR,LEAD DEVELOPER,H,Bordeaux,"18,200 €",EUR,,3,,CDI - 35h
26/02/2019,FR,LEAD DEVELOPER,H,Lyon,"32,400 €",EUR,,12,Mutuelle,CDI - Cadre
18/02/2019,FR,LEAD DEVELOPER,H,Montpellier,"31,500 €",EUR,,15,"Tickets resto (10 €), Frais parking 50%, possibilité de télétravail, horaires flexibles",Statut cadre
19/02/2019,FR,LEAD DEVELOPER,H,Montpellier,"43,200 €",EUR,,6,"Tickets Resto, Mutuelle",CDI - Cadre
25/02/2019,FR,LEAD DEVELOPER,H,Paris,"37,200 €",EUR,,5,"Mutuelle nulle, 50% transport, interessement",CDI 35H
27/05/2019,FR,LEAD DEVELOPER,H,Paris,"37,800 €",EUR,,5,Frais d'admission cantine.,CDI
19/02/2019,FR,LEAD ENV ARTIST,F,Nanterre,"35,400 €",EUR,,24,"Actions en cours d'acquisition, télétravail partiel (sous conditions),prime vacances,chèque cadeau Noël",CDI
19/02/2019,FR,LEAD ENV CONCEPT ARTIST,H,Paris,"47,000 €",EUR,,8,"Tres bonne conditions de travail. Avantages en nature et partage des profits. Tickets restos, mutuelle, 50% transports, congé. ",CDI - 35h
18/02/2019,FR,LEAD GAME DESIGNER,H,Paris,"38,000 €",EUR,,4,"50% transports en communs, Prime annuelle 10% du brut (sur performances donc plutôt 7%), café gratuit",
18/02/2019,FR,LEAD GAME DESIGNER,H,Lille,"29,000 €",EUR,,5,"Transport 50%, Mutuelle, CE, Tickets Restaurants, Prime participation annuelle (environ 1500€)",CDI
18/02/2019,FR,LEAD GAME DESIGNER,H,Paris,"40,000 €",EUR,,8,"Tickets restau (50%), titre transport (50%), café, horaires souples, CE, 1 RTT / mois, panier de fruit 1 fois / semaine, cheque cadeau a Noel, benef (s'il y en a)",
20/02/2019,FR,LEAD GAME DESIGNER,H,Paris,"44,000 €",EUR,,10,"tickets resto, 50% transports, mutuelle, jeux gratuits, prime à la rentabilité","CDI 37,5h (1RTT par mois)"
18/02/2019,FR,LEAD GAME DESIGNER,H,Bordeaux,"33,000 €",EUR,,10,"Mutuelle, primes d'intéressement",
20/02/2019,FR,LEAD GAME DESIGNER,H,Paris,"46,000 €",EUR,,24,"TR, Transport,mutuelle",CDI - 35h
22/02/2022,FR,LEAD IT,M,Cergy,"34,800 €",EUR,,8,"Bonus Project, mutuelle, prime noel/vacances/participation/ancienneté",CDI - Cadre
08/06/2019,FR,LEAD LEVEL DESIGNER,H,Annecy,"45,000 €",EUR,,8,"CE, Ticket Resto, RTT, primes, jeux gratuits, intéressements, heures sup",CDI - Cadre
01/09/2020,FR,LEAD LEVEL DESIGNER,H,Nice,"36,000 €",EUR,,3,"Ticket Resto, primes, heures sup, 50% transports, Mutuelle",CDI - Cadre - 35h
19/02/2019,FR,LEAD LEVEL DESIGNER,H,Lille,"28,800 €",EUR,,8,"Tickets restos, 50% transports, avantages CE, prime vacances, chèque Noël, prime de participation",
31/03/2022,FR,LEAD LEVEL DESIGNER,H,Lyon,"33,600 €",EUR,,3,"Ticket Resto, 50% transport",CDI - Cadre - 35H
18/02/2019,FR,LEAD LIGHTING ARTIST,H,Paris,"45,000 €",EUR,,10,"Transport 50%, Mutuelle, CE, Tickets Restaurants",CDI
19/02/0219,FR,LEAD ONLINE PROGRAMMER,H,Paris,"52,000 €",EUR,,15,prime potentiel (1 mois),CDI - Cadre
03/09/2020,FR,LEAD ONLINE PROGRAMMER,H,Nice,"44,000 €",EUR,,4,"Ticket Resto, primes, heures sup, 50% transports, Mutuelle",CDI - Cadre - 39h
25/07/2019,FR,LEAD PROGRAMMER,H,Paris,"51,000 €",EUR,,8,60% mutuelle + 2 journée de télétravail / mois,"CDI - 37,5H"
08/06/2020,FR,LEAD QA,F,Paris,"26,460 €",EUR,,4,"50% tickets resto, 50% navigo, mutuelle, jeux de la boîte",CDI
20/02/1019,FR,LEAD QA TESTER,F,Paris,"25,000 €",EUR,,1,,CDD 38h
20/02/2019,FR,LEAD QA TESTER,H,Paris,"25,200 €",EUR,,2.5,"Tickets restau (10€), Mutuelle, 50% du transport",CDI
18/02/2019,FR,LEAD QA TESTER,H,Paris,"28,400 €",EUR,,4,"Ticket restau (10€), Mutuelle, 50% du transport",CDI
12/10/2020,FR,LEAD QA TESTER,F,Lyon,"27,619 €",EUR,,1,"Tickets restaurants, 50% mutuelle, interessement, chèque cadeaux Noël, télétravail, horaires libres ",CDI - 37h 
15/09/2019,FR,LEAD UI PROGRAMMER,H,Paris,"50,000 €",EUR,,8,,CDI 37h (1 RTT/Mois)
14/11/2020,FR,LEAD USER RESEARCHER,H,Paris,"37,000 €",EUR,,2,"tickets resto, intéressement, jeux gratuits, CE, prime vacances, RTT","CDI, 39h cadre"
18/02/2019,FR,LEAD UX/UI DESIGNER,H,Paris,"42,000 €",EUR,,11,"Mutuelle, 50% transport","CDI, 39h"
18/02/2019,FR,LEVEL ARTIST,H,Montpellier,"29,000 €",EUR,,3,"tickets resto, heures supp et rtt, 50% transports, prime renta, mutuelle, CE, jeux gratuits, fruits évènements et autres divers...","CDD, 35h"
21/02/2019,FR,LEVEL ARTIST,H,Montpellier,"29,290 €",EUR,,3,,CDD
21/02/2019,FR,LEVEL ARTIST,F,Montpellier,"33,000 €",EUR,,4,"Tickets resto, mutuelle",CDI
21/02/2019,FR,LEVEL ARTIST,F,Montpellier,"33,500 €",EUR,,5,,CDI
19/02/2019,FR,LEVEL ARTIST JUNIOR,H,Paris,"28,890 €",EUR,,2,"Tickets Resto, RTT, prise en charge de moitié des transports",CDD 
18/02/2019,FR,LEVEL BUILDER,H,Lille,"27,600 €",EUR,,7,"50% transport, tickets resto, mutuelle, prime participation, prime vacance et check cadeau de fin d'année",CDI agent de maîtrise
02/04/2019,FR,LEVEL DESIGNER,H,Strasbourg,"18,000 €",EUR,,1,"Mutuelle, transport 50%",CDD 35h
18/02/2019,FR,LEVEL DESIGNER,H,Bordeaux,"25,000 €",EUR,,2,"tickets resto, RTTs,50% transports,jeux gratuits+primes, fruits, CE, mutuelle",CDD
20/01/2020,FR,LEVEL DESIGNER,F,Bordeaux,"25,200 €",EUR,,1,"Ticket resto, mutuelle, heures supp rémunérées",CDD - 35h
19/02/2019,FR,LEVEL DESIGNER,H,Lyon,"27,000 €",EUR,,1,Tickets resto,CDD
01/05/2019,FR,LEVEL DESIGNER,H,Mons,"22,000 €",EUR,,1,"Ticket resto, mutuelle",CDD - 39h
18/02/2019,FR,LEVEL DESIGNER,F,Montpellier,"27,000 €",EUR,,1,"Heures supp rémunérées, titre transport (50%), Fruits, CE, Tickets Restau",
18/02/2019,FR,LEVEL DESIGNER,F,Montpellier,"27,000 €",EUR,,1,"tickets resto, fruits, heures supp rémunérées, mutuelle, CE, soleil et collègues sympas :)",
18/02/2019,FR,LEVEL DESIGNER,H,Montpellier,"32,000 €",EUR,,5,"tickets resto, fruits, heures supp rémunérées, mutuelle, CE",
