Timestamp,Survey,Job Title,What is your employment status?,City,Gross Salary,Currency,What percentage salary increase did you receive in July 2020?,Additional Comments,What was your most recent performance rating?,Sector
8/6/2020 12:16:57,BL,Senior VFX Artist II,Full Time Employee,Irvine,121000,USD,8,,High,AAA
8/6/2020 12:34:36,BL,Associate Brand Manager,Full Time Employee,Irvine,84000,USD,1.5,Lowest percentage increase I've gotten in 6 years with the company,Successful,AAA
8/6/2020 12:47:04,BL,Software Engineer,Full Time Employee,Irvine,$53/hr,USD,1.5,,Successful,AAA
8/6/2020 13:02:02,BL,Specialist Game Master,Full Time Employee,Austin,39000,USD,1.2,I have been here for over 6 years,Successful,AAA
8/6/2020 13:11:41,BL,Customer Support ,Full Time Employee,Austin,"32,178",USD,5.7,"Customer Support at Blizzard is in the pay bracket for baseline Customer Support jobs for most other companies. Though what we are required to reach higher standards than typical Customer Support jobs due to how we handle surveys. Additionally, our job encompasses much more than Customer Support due to how much more hands-on we are with ingame logs, tech, recovery, payment, investigations, and more. Can't go into all the details, but just basic tech troubleshooting base level CS rep here is much more complex tech than typical tech support at tech companies. Many outside of CS do not realize how hands-on Blizz CS is compared to the norm, yet are paid less than the norm. That's not even touching on how any extra projects we take on do not bring any increase to pay or incentive besides ""experience"".",Successful,AAA
8/6/2020 16:45:59,BL,Senior Software Engineer,Full Time Employee,Irvine,130000,USD,3,10+ YoE,Successful,AAA
8/6/2020 16:55:22,BL,Test Analyst,Full Time Employee,Irvine,50000,USD,2,,High,AAA
8/6/2020 17:17:55,BL,Associate Test Analyst,Full Time Employee,Irvine,42000,USD,1,,Successful,AAA
8/6/2020 17:35:19,BL,Test Analyst,Full Time Employee,Irvine,$24.46/hr,USD,1,"Promotion as well, total raise 10%. Have merit and CoL adjustments plus promotion was a combined $2/hr",High,AAA
8/6/2020 17:35:33,BL,Associate Test Analyst,Full Time Employee,Irvine,21.63hr,USD,,recently joined at the so exempt from performance/merit increase,,AAA
8/6/2020 17:35:46,BL,,Full Time Employee,Irvine,150000,USD,2,,High,AAA
8/6/2020 17:36:48,BL,Senior Software Engineer I,Full Time Employee,Irvine,"120,000",USD,3.7,,Successful,AAA
8/6/2020 17:49:53,BL,Senior Software Engineer 1,Full Time Employee,Irvine,135219,USD,0,"Typically get good reviews. Last year I was dealing with some burnout mid year so that's why my review is lower then usual (Finished year strong, but the review had to be based on whole year). Found out that everyone at the developing level was given a 0% increase this year. I understand that we are working to perform better, but that was probably the biggest slap in the face, and even worse it took all the way to August to tell me this. As I have been working my rear end off this year to be at a High level, this was a downer for sure. Not even a small increase to help with rising costs of living.",Developing,AAA
8/6/2020 17:54:42,BL,Assistant Editor,Contractor,LACS,$30/hour,USD,0,,,AAA
8/6/2020 17:56:55,BL,Post Production,Contractor,Los Angeles,$1625 / week,USD,8.3,"I have not received a performance rating. And I believe everyone should be able to share their rates anytime, anywhere.",,AAA
8/6/2020 18:11:37,BL,,Full Time Employee,Irvine,,USD,,,,AAA
8/6/2020 18:31:55,BL,Senior Concept Artist I,Full Time Employee,Irvine,"105,331",USD,10,,High,AAA
8/6/2020 18:42:03,BL,Senior Software Engineer I,Full Time Employee,Irvine,"125,000",USD,16,16% due to promotion from mid-level to senior Software Engineer.,High,AAA
8/6/2020 18:46:07,BL,Assistant Editor,Contractor,Los Angeles,65000,USD,,,,AAA
8/6/2020 18:56:20,BL,Engineer,Full Time Employee,Irvine,1,USD,1,,Successful,AAA
8/6/2020 18:56:50,BL,Engineer,Full Time Employee,Irvine,1,USD,1,,High,AAA
8/6/2020 18:57:16,BL,Consultant,Full Time Employee,Irvine,1,USD,1,,High,AAA
8/6/2020 19:01:25,BL,Other,Full Time Employee,Austin,10,USD,0.5,,High,AAA
8/6/2020 19:02:05,BL,Associate 3D Artist (Character Artist),Full Time Employee,Irvine,"65,000(new hire)",USD,0,New Hire so no increase,,AAA
8/6/2020 19:06:09,BL,Associate 3D Artist (Character Artist),Full Time Employee,Irvine,"65,000(new hire)",USD,0,New Hire so no increase,,AAA
8/6/2020 19:30:43,BL,Event Manager,Full Time Employee,Irvine,$105K,USD,0,,Successful,AAA
8/6/2020 19:34:54,BL,Test Analyst,Full Time Employee,Irvine,"$52,000",USD,,,,AAA
8/6/2020 20:44:30,BL,test analyst,Full Time Employee,Irvine,49K,USD,1,,Successful,AAA
8/6/2020 21:29:27,BL,Position in II tier ,Full Time Employee,Irvine,118500,USD,5,moved from I to II tier ,Top,AAA
8/7/2020 1:37:32,BL,Associate game producer,Full Time Employee,Irvine,65000,USD,0,,,AAA
8/7/2020 3:06:09,BL,Specialist ITC Game Master,Full Time Employee,Versailles,35490 € / year,EUR,2.5,Merit increases for this kind of performance rating used to be much much higher before that reform. CS is plagued with salary caps that are not even public knowledge anymore.,High,AAA
8/7/2020 10:59:20,BL,Analyst,Full Time Employee,Irvine,112000,USD,,,,AAA
8/7/2020 12:40:09,BL,Specialist Game Master,Full Time Employee,Austin,19.76/hr,USD,4,,Top,AAA
8/7/2020 13:01:38,BL,Artist,Full Time Employee,Irvine,78000,USD,,,,AAA
8/7/2020 13:37:38,BL,Senior Designer I,Full Time Employee,Irvine,"$125,000",USD,2.5,,Successful,AAA
8/7/2020 15:25:14,BL,Senior Software Engineer I,Full Time Employee,Irvine,138000,USD,3.5,,Successful,AAA
8/7/2020 17:39:52,BL,Public Relations Coordinator,Full Time Employee,Irvine,$25.30,USD,1.2,"Was told manager wanted to give me a ""High"" rating but the company was limiting to just ""Successful"" ratings.",Successful,AAA
8/7/2020 17:48:14,BL,Lead Project Manager,Full Time Employee,Irvine,135000,USD,0,,High,AAA
8/7/2020 18:45:00,BL,Senior Software Engineer I,Full Time Employee,Irvine,164000,USD,2,,Successful,AAA
8/7/2020 19:29:09,BL,3D Artist,Full Time Employee,Irvine,82000,USD,3,,Successful,AAA
8/7/2020 19:34:01,BL,Lead Project Manager,Full Time Employee,Irvine,135000,USD,0,"10k sign on bonus, 5k relocation package, discretionary profit sharing target of ~$15k, No OT but track and take comp time",Successful,AAA
8/7/2020 20:18:36,BL,Post Production Assistant ,Contractor,Los Angeles Center Studios,"18.18/hr, 50 hours a week",USD,0,,,AAA
8/8/2020 11:46:17,BL,Specialist Game Master,Full Time Employee,Austin,41000,USD,3,,Top,AAA
8/8/2020 17:04:16,BL,Specialist Game Master,Full Time Employee,Cork,37.871 Eur / $44.631,EUR,2.2,11+ years and always rated High or Top. Earning $20/h after so many years and always performing high is a shame.,High,AAA
8/8/2020 17:10:14,BL,Associate game producer,Full Time Employee,Irvine,65000,USD,0,,,AAA
8/10/2020 4:19:05,BL,Senior Localization Specialist,Full Time Employee,Versailles,"46406,10",EUR,1.5,,Successful,AAA
8/10/2020 9:53:34,BL,Senior Project Manager,Full Time Employee,Versailles,54k €,EUR,16,"promoted, previous salary 47k €",High,AAA
8/10/2020 17:31:43,BL,video editor,Contractor,Irvine,$46/hr,USD,0,As a contractor I don't get performance reviews and how much I'm paid can change based on the budget(s) of the project(s) I'm brought in to work on (even though my job responsibilities are largely the same).,,AAA
8/11/2020 12:40:37,BL,Technical Test Analyst,Full Time Employee,Irvine,"$28.36/hr; $60,757/yr",USD,3,Prevented from getting promotion due to last-minute requirements change. Now working toward an arbitrary additional carrot at the end of a stick before getting promoted.,Successful,AAA
8/14/2020 12:03:14,BL,analyst,Full Time Employee,Irvine,66165,USD,1.5,,High,AAA
9/4/2020 14:43:40,BL,Technician,Full Time Employee,Irvine,"73,750/$35.45hr",USD,1,I guess this 1% is better than the .1% I got my first year and the 0% I got my second year all while being Successful+,High,AAA
3/11/2021 10:28:45,BL,Game Master,Full Time Employee,Austin,16.73,USD,,,High,AAA
3/11/2021 11:02:50,BL,Associate Test Analyst,Full Time Employee,Irvine,45053,USD,3.1,I've been here a year. This is my first salary review.,High,AAA
3/11/2021 12:50:46,BL,,Full Time Employee,Irvine,,USD,,,,AAA
3/11/2021 16:22:51,BL,Test Analyst,Full Time Employee,Irvine,52312,USD,2.7,"16 years tenure, Masters Degree in my field.",Successful,AAA
3/12/2021 2:54:54,BL,Customer Support Representative,Full Time Employee,Versailles,34568,EUR,1,,Successful,AAA
3/12/2021 14:34:53,BL,Test Analyst,Full Time Employee,Irvine,24.16/hr,USD,2.7,10 year tenure,Successful,AAA
3/15/2021 13:28:45,BL,,Full Time Employee,Versailles,69k€,EUR,1,,Successful,AAA
3/17/2021 3:04:17,BL,Associate Brand Manager,Full Time Employee,Laid off 3/16,83000,USD,2.7,"I was under the pay band for most of my tenure, with positions that technically reported to mine getting paid more. ",Successful,AAA
3/21/2021 15:23:06,BL,Software Engineer,Full Time Employee,Irvine,113069,USD,2.8,"This was 4 months after joining - did not get a prorated increase, but the full thing",Successful,AAA
