Timestamp,Survey,Job Title,What is your employment status?,City,Gross Salary,Currency,What percentage salary increase did you receive in July 2020?,Additional Comments,What was your most recent performance rating?,Sector
8/3/2020 8:29:11,BL,Specialist Game Master,Full Time Employee,Austin,40019,USD,1.26,"After the complaints in 2018 about CS salary, my CoL raise jumped my pay to $5000 more a year. This year was my smallest raise yet.",Successful,AAA
8/3/2020 8:32:47,BL,Receptionist,Full Time Employee, Cork,36939,EUR,10.2,,High,AAA
8/3/2020 8:51:08,BL,Software Engineer,Full Time Employee,Irvine,117000,USD,2,,High,AAA
8/3/2020 11:03:49,BL,Software Engineer,Full Time Employee,Irvine,136780,USD,1,,Successful,AAA
8/3/2020 11:06:03,BL,Software Engineer,Full Time Employee,Irvine,100000,USD,11.3,Joined early 2019 fresh undergrad. Promoted,High,AAA
8/3/2020 11:09:08,BL,Associate Program Manager,Full Time Employee,Irvine,"70,000",USD,0,,Successful,AAA
8/3/2020 11:14:23,BL,Senior 3d Artist II,Full Time Employee,Irvine,"$139,000",USD,3,,Successful,AAA
8/3/2020 11:26:08,BL,Test Analyst,Full Time Employee,Irvine,"49,600",USD,3,,High,AAA
8/3/2020 11:30:34,BL,Customer Support Specialist Game Master,Full Time Employee,Versailles,"37,172 EUR",EUR,2.2,"salary is about 43,672 in $",High,AAA
8/3/2020 11:30:34,BL,Motion Graphics Designer,Full Time Employee,Irvine,"79,000",USD,1.5,,Successful,AAA
8/3/2020 11:42:30,BL,Test Analyst,Full Time Employee,Irvine,"50,939",USD,1.2,,Successful,AAA
8/3/2020 11:42:55,BL,Associate Software Engineer,Full Time Employee,New York,"80,000",USD,10,,High,AAA
8/3/2020 11:43:11,BL,Associate User Researcher,Full Time Employee,Irvine,"81,000",USD,1.2,,Successful,AAA
8/3/2020 12:04:57,BL,Program Manager,Full Time Employee,Irvine,"100,000",USD,0,I didn't get a merit increase this year because I switched roles. ,Successful,AAA
8/3/2020 12:11:05,BL,Associate Test Analyst,Full Time Employee,Irvine,"42,328",USD,1.2,,Successful,AAA
8/3/2020 12:20:51,BL,Senior Software Engineer,Full Time Employee,Irvine,"$152,000",USD,2,"I received a 4% increase ""market adjustment"" in October 2019",Successful,AAA
8/3/2020 12:22:48,BL,Software Engineer ,Full Time Employee,Irvine,110k,USD,18.6,"I have been the bottom of my salary range for going on three years, and received this pay bump to match my peers. In regard to transparency, I still do not know where I am in the pay band, how my salary increase was computed (and how they compute them in general, considering most engineering salaries at Blizz seem to be 50% of other tech companies), and I have not been totally clear on why I get certain amounts for profit sharing throughout the past three years. I'm happy to have gotten a raise to be at par with my fellow co workers, but am sad at the extreme lack of transparency for everyone. ",Top,AAA
8/3/2020 12:23:46,BL,,Full Time Employee,Irvine,197,USD,2,,Successful,AAA
8/3/2020 12:32:12,BL,Test Analyst,Full Time Employee,Irvine,24.49,USD,1.2,,Successful,AAA
8/3/2020 12:38:53,BL,Senior Test Analyst I,Full Time Employee,Irvine,65600,USD,1,,Successful,AAA
8/3/2020 12:41:16,BL,Game Master,Full Time Employee,Austin,31803,USD,4.5,"Started in October, was promoted from AGM to GM recently as well.",Successful,AAA
8/3/2020 12:56:59,BL,Senior Software Engineer 1,Full Time Employee,Irvine,147500,USD,0,,Developing,AAA
8/3/2020 13:26:37,BL,Associate 3D Artist,Full Time Employee,Irvine,"$71,739",USD,2.5,Started summer 2019,Successful,AAA
8/3/2020 13:30:39,BL,Senior Artist I,Full Time Employee,Irvine,"100,000",USD,,When I started as an associate I only made $40k,Top,AAA
8/3/2020 13:33:05,BL,Program Manager,Full Time Employee,Irvine,"92,247",USD,2.5,,High,AAA
8/3/2020 13:37:29,BL,Associate Data Scientist,Full Time Employee,Irvine,73000,USD,1.2,,High,AAA
8/3/2020 13:44:29,BL,Program Manager,Full Time Employee,Irvine,"92,000",USD,0,Promotions only came from swapping internal roles.,Successful,AAA
8/3/2020 13:48:37,BL,Specialist Game Master,Full Time Employee,Austin,43181,USD,2,This was my first raise since 2018 due to having been payband capped.,High,AAA
8/3/2020 13:50:01,BL,Senior Program Manager,Full Time Employee,Irvine,110635,USD,2,,Successful,AAA
8/3/2020 13:51:03,BL,Animator,Full Time Employee,Irvine,"$92,300",USD,2.5,,High,AAA
8/3/2020 13:51:21,BL,Test Analyst,Full Time Employee,Irvine,24.52/hour,USD,,New Hire for 2020,,AAA
8/3/2020 13:53:10,BL,Associate test analyst,Full Time Employee,Irvine,"$41,808  or $20.10/hr",USD,1.2,Been here 5+ years,Successful,AAA
8/3/2020 13:55:19,BL,Senior Animator 1,Full Time Employee,Irvine,97000,USD,,,High,AAA
8/3/2020 13:55:48,BL,Associate Test Analyst,Full Time Employee,Irvine,20.44,USD,1.2,,High,AAA
8/3/2020 14:00:15,BL,,Full Time Employee,Irvine,110700,USD,2,,High,AAA
8/3/2020 14:04:22,BL,Senior Test Analyst I,Full Time Employee,Irvine,26.61/hr,USD,10,,Successful,AAA
8/3/2020 14:07:51,BL,Test Analyst,Full Time Employee,Irvine,50939,USD,1.2,"Been told I'm ""near cap"" of my payband for several consecutive years.",Successful,AAA
8/3/2020 14:10:24,BL,Test Analyst,Full Time Employee,Irvine,"55,598",USD,2.5,,High,AAA
8/3/2020 14:10:48,BL,Game Producer,Full Time Employee,Irvine,"$87,000",USD,3.5,,Successful,AAA
8/3/2020 14:11:33,BL,Associate Technical Artist,Full Time Employee,Irvine,$40/hour,USD,0,"New hire, not eligible for raise or review",,AAA
8/3/2020 14:14:41,BL,Senior Test Analyst I,Full Time Employee,Irvine,"62,000",USD,1,,Successful,AAA
8/3/2020 14:17:26,BL,Senior Software Engineer I,Full Time Employee,Irvine,"$147,000",USD,2.4,,High,AAA
8/3/2020 14:24:08,BL,Senior Software Engineer I,Full Time Employee,Irvine,151000,USD,2,,,AAA
8/3/2020 14:25:13,BL,Associate Gameplay Engineer,Full Time Employee,Irvine,96000,USD,3.5,,High,AAA
8/3/2020 14:28:15,BL,Game Designer,Full Time Employee,Irvine,"82,000",USD,,,Successful,AAA
8/3/2020 14:40:40,BL,Customer Service Champion,Full Time Employee,Austin,"45,448",USD,1,10+ years,Successful,AAA
8/3/2020 14:44:53,BL,Specialist Game Master,Full Time Employee,Austin,"37,190",USD,8,My High Increase is solely due to a promotion from GM to Specialist GM,High,AAA
8/3/2020 14:53:03,BL,Cloud Systems Engineer,Full Time Employee,Irvine,$62.50/hour,USD,,New hire early 2020,,AAA
8/3/2020 14:53:08,BL,Senior Artist I,Full Time Employee,Irvine,"103,000",USD,3,,High,AAA
8/3/2020 15:00:02,BL,Senior Designer I,Full Time Employee,Irvine,"$125,000",USD,2.5,,Successful,AAA
8/3/2020 15:01:44,BL,Senior Designer I,Full Time Employee,Irvine,"$125,000",USD,2.5,,Successful,AAA
8/3/2020 15:10:22,BL,Producer,Full Time Employee,Irvine,"85,200",USD,,,,AAA
8/3/2020 15:15:07,BL,Senior Analyst,Full Time Employee,Irvine,90000,USD,2,,High,AAA
8/3/2020 15:23:39,BL,Associate Esports Manager,Full Time Employee,Irvine,"67,621",USD,1,,Successful,AAA
8/3/2020 15:33:05,BL,Associate 3D Artist,Full Time Employee,Irvine,"62,000",USD,2.1,Hired Summer 2019,Successful,AAA
8/3/2020 15:33:36,BL,Test Analyst,Full Time Employee,Irvine,50000,USD,1.2,"Annual evaluations are being used to justify lower increases instead of being a reflection of the employee's actual performance. Ever wonder why your annual appraisal looks just like your self review, but with the added bonus of highlighting your mistakes and how they keep you from that ever elusive next tier upwards? ",Successful,AAA
8/3/2020 15:33:36,BL,Finance/Accounting/Operations/Strategy,Full Time Employee,Irvine,,USD,2,"2% is below the 2020 COLA per the UC School Systems, which was 3.12%.  2020 COLA (cost of living adjustment) was based on the average increase in the Consumer Price Index (CPI) measured from February 2019 to February 2020 for the Los Angeles and San Francisco metropolitan areas.  https://ucnet.universityofcalifornia.edu/news/2020/03/2020-cost-of-living-adjustments-announced.html",High,AAA
8/3/2020 15:33:53,BL,Software Engineer,Full Time Employee,Irvine,"105,000",USD,0,New Hire,,AAA
8/3/2020 15:45:57,BL,Principal Software Engineer,Full Time Employee,Irvine,"204,000",USD,2,,Successful,AAA
8/3/2020 15:55:59,BL,Senior Test Analyst I,Full Time Employee,Irvine,25.85,USD,12,Was promoted this period,Top,AAA
8/3/2020 16:03:13,BL,CS Champion,Full Time Employee,Cork,"$47,179",EUR,1,Started as  GM in 2007,High,AAA
8/3/2020 16:06:21,BL,Senior Software Engineer in Test 1,Full Time Employee,Irvine,143541,USD,5,5% increase is from combined effect of performance and promotion.,High,AAA
8/3/2020 16:39:26,BL,FX Artist,Contractor,Irvine,"114,000",USD,2,,Successful,AAA
8/3/2020 16:42:04,BL,fx artist,Contractor,Irvine,50 per hour,USD,0,,High,AAA
8/3/2020 16:46:52,BL,Senior FX Artist II,Full Time Employee,Irvine,143000,USD,3,,Successful,AAA
8/3/2020 16:54:06,BL,CS Champion,Full Time Employee,Austin,45802,USD,1,,Successful,AAA
8/3/2020 17:11:20,BL,FX Artist,Contractor,Irvine,75000,USD,,New Hire,,AAA
8/3/2020 17:13:52,BL,Senior Environment Artist I,Full Time Employee,Irvine,"104,000",USD,12,Wasn't told my performance rating.,,AAA
8/3/2020 17:14:40,BL,Technical Test Analyst,Full Time Employee,Irvine,70304,USD,1.3,,High,AAA
8/3/2020 17:21:40,BL,Senior Software Engineer I,Full Time Employee,Irvine,"$164,000",USD,2.3,,High,AAA
8/3/2020 17:57:38,BL,Senor Software Engineer,Full Time Employee,Irvine,"144,619.55",USD,2,,Successful,AAA
8/3/2020 18:05:03,BL,Principle Software Engineer I,Full Time Employee,Irvine,198,USD,2.2,,High,AAA
8/3/2020 18:18:21,BL,Technical Director I,Full Time Employee,Irvine,128600,USD,3,,High,AAA
8/3/2020 18:38:12,BL,Specialist Game Master,Full Time Employee,Austin,"37,294",USD,6.9,,High,AAA
8/3/2020 18:58:35,BL,Test Lead II,Full Time Employee,Irvine,79000,USD,21.5,The first earned (not grandfathered/reshuffle/re-visioned) promotion I have received as a lead in 9 years.,High,AAA
8/3/2020 19:26:26,BL,QA Analyst,Full Time Employee,Irvine,23.37/hr,USD,1.3,,Successful,AAA
8/3/2020 19:36:51,BL,VFX Artist,Full Time Employee,Irvine,"80,000",USD,20,Promoted from Associate,High,AAA
8/3/2020 19:50:48,BL,Senior Game Designer,Full Time Employee,Irvine,"114,000",USD,3,,High,AAA
8/3/2020 19:51:35,BL,Senior Software Engineer I,Full Time Employee,Irvine,"128,005",USD,3,,Successful,AAA
8/3/2020 19:52:22,BL,Senior Program Manager I,Full Time Employee,Irvine,127000,USD,3,10+ years,Successful,AAA
8/3/2020 19:53:50,BL,Software Engineer,Full Time Employee,Irvine,100000,USD,,,,AAA
8/3/2020 19:55:30,BL,Associate Game Producer,Full Time Employee,Irvine,"69,500",USD,4.5,"Internal hire, 2 years in this position",High,AAA
8/3/2020 19:56:25,BL,Software Engineer in Test,Full Time Employee,Irvine,116000,USD,0,,Developing,AAA
8/3/2020 20:00:36,BL,Animator,Full Time Employee,Irvine,82k,USD,2.5,,,AAA
8/3/2020 20:02:43,BL,Associate game producer,Full Time Employee,Irvine,65000,USD,0,,,AAA
8/3/2020 20:09:12,BL,Associate Game Designer,Full Time Employee,Irvine,"$29.57 (61,506)",USD,2.5,,Successful,AAA
8/3/2020 20:14:04,BL,3D Artist,Full Time Employee,Irvine,"76,000",USD,10,,High,AAA
8/3/2020 20:16:36,BL,Animator,Full Time Employee,Irvine,87,USD,4,,High,AAA
8/3/2020 21:48:31,BL,Encounter Designer,Full Time Employee,Irvine,"$94,328",USD,0.02,,Successful,AAA
8/3/2020 21:55:54,BL,Senior Artist I,Full Time Employee,Irvine,"101,000",USD,,,High,AAA
8/3/2020 22:18:07,BL,Senior Character Artist I,Full Time Employee,Irvine,122400,USD,2,,Successful,AAA
8/3/2020 22:19:40,BL,Senior Software Engineer I,Full Time Employee,Irvine,135000,USD,4,,High,AAA
8/3/2020 22:24:31,BL,VFX Artist,Full Time Employee,Irvine,"84,000",USD,2.5,,Successful,AAA
8/3/2020 22:28:33,BL,,Full Time Employee,Irvine,,USD,,,High,AAA
8/3/2020 22:29:35,BL,,Full Time Employee,Irvine,,USD,,,,AAA
8/3/2020 22:29:35,BL,Senior Game Designer I,Full Time Employee,Irvine,102500,USD,2.5,,Successful,AAA
8/3/2020 22:45:34,BL,Senior Software Engineer I,Full Time Employee,Irvine,144551,USD,2.5,,High,AAA
8/3/2020 23:10:01,BL,UI Designer,Full Time Employee,Irvine,"98,000",USD,2,,High,AAA
8/3/2020 23:21:32,BL,Lead Character Artist,Full Time Employee,Irvine,134000,USD,2.5,"Not enough. Barely keeps up with inflation. Expected more, got much less",Successful,AAA
8/3/2020 23:25:24,BL,,Full Time Employee,Irvine,"117,000",USD,4.5,,High,AAA
8/3/2020 23:34:00,BL,X,Full Time Employee,Irvine,1,USD,0,,Successful,AAA
8/3/2020 23:42:52,BL,Associate QA Analyst,Full Time Employee,Irvine,"$21.88 an hour / $43,760 a year",USD,,Hired in 2013 for Customer Support. Started at 9.50 an hour. Left CS at 21.66 to join Quality Assurance. Merit bumped me up .22 cents which brought my hourly up to 21.88.,Successful,AAA
8/4/2020 0:19:15,BL,Associate Game Designer,Full Time Employee,Irvine,61506,USD,2.5,Struggling to make rent in irvine.,Top,AAA
8/4/2020 0:21:22,BL,Rotational Manager,Full Time Employee,Irvine,125000,USD,,Many are offered around this salary as starting for rotational manager position out of MBA program,Successful,AAA
8/4/2020 0:30:14,BL,Manager,Full Time Employee,Irvine,148000,USD,10,,Top,AAA
8/4/2020 0:46:31,BL,Senior Artist II,Full Time Employee,Irvine,"$145,000",USD,3,,High,AAA
8/4/2020 0:51:08,BL,Software Engineer,Full Time Employee,Irvine,"101,000",USD,4,,Successful,AAA
8/4/2020 0:58:53,BL,Specialist Game Master,Full Time Employee,Austin,$20.53,USD,2.5,,Top,AAA
8/4/2020 1:16:37,BL,Senior artist 2,Full Time Employee,Irvine,137k,USD,3.5,Profit sharing has not helped my annual salary increase despite my workload and responsibilities growing year after year.,Successful,AAA
8/4/2020 1:38:11,BL,Senior Concept Artist,Full Time Employee,Irvine,"109,000",USD,2.5,,Successful,AAA
8/4/2020 2:01:55,BL,Specialist Game Master,Full Time Employee,Versailles,35793,EUR,1,capped for 5 years now. ,Successful,AAA
8/4/2020 2:08:26,BL,Marketing Manager,Full Time Employee,Irvine,115000,USD,1,,High,AAA
8/4/2020 2:14:17,BL,Software Engineer,Full Time Employee,Irvine,54.73/h,USD,3.5,"<1y w/ company, no title changes yet",Successful,AAA
8/4/2020 2:19:16,BL,Senior Software Engineer I,Full Time Employee,Irvine,"153,000",USD,0,Recent hire,,AAA
8/4/2020 2:21:40,BL,Senior Designer II,Full Time Employee,Irvine,"135,000",USD,10,Includes promotion,High,AAA
8/4/2020 2:43:46,BL,Senior Software Engineer II,Full Time Employee,Irvine,180000,USD,3,,High,AAA
8/4/2020 3:23:00,BL,Specialist Game Master,Full Time Employee,Cork,35700E,EUR,1,,Successful,AAA
8/4/2020 3:23:01,BL,Specialist Game Master,Full Time Employee,Cork,33500,EUR,1,"This is the lowest merit increase I have ever received. According to my manager, opportunity to give people ""high"" score has been limited this year. Looking at my appraisal, if this level of performance, along with additional work that was carried out by me, gives me 1% increase, why even bother doing anything in addition to my primary duties? This merit increase is lower than my rent increase.",Successful,AAA
8/4/2020 3:24:49,BL,Engineer,Full Time Employee,Irvine,"$100,000",USD,2,,High,AAA
8/4/2020 3:39:56,BL,Title,Full Time Employee,Irvine,1020,USD,4,,Successful,AAA
8/4/2020 4:50:02,BL,CS Champion,Full Time Employee,Cork,400,EUR,1,,Successful,AAA
8/4/2020 7:31:54,BL,Can't say (loss of anonimity) ,Full Time Employee,Versailles,57358,EUR,1.3,,Successful,AAA
8/4/2020 8:34:32,BL,Associate Software Development Engineer in Test,Full Time Employee,Austin,"74,000",USD,3,,Top,AAA
8/4/2020 8:35:38,BL,Language Specialist,Full Time Employee,Versailles,49285,EUR,4.4,42K EUR; increase affected by changing position from lower pay bracket to higher,High,AAA
8/4/2020 8:42:51,BL,CS champion,Full Time Employee,Austin,"39,520",USD,0,I was promoted this past year so I assume I'm low in the pay band,Successful,AAA
8/4/2020 8:56:31,BL,,Full Time Employee,Versailles,46000,EUR,2.5,,High,AAA
8/4/2020 9:21:00,BL,Customer support specialist ,Full Time Employee,Versailles,35795,EUR,1,,Successful,AAA
8/4/2020 9:52:00,BL,Associate Software Engineer,Full Time Employee,Irvine,"82,805",USD,3.5,,Successful,AAA
8/4/2020 10:24:44,BL,Senior FX Artist I,Full Time Employee,Irvine,"120,360",USD,2,It is nowhere near matching those of Riot's & Epic's,Successful,AAA
8/4/2020 10:29:47,BL,Senior Software Engineer,Full Time Employee,Irvine,"$137,500.00",USD,12,,High,AAA
8/4/2020 10:34:03,BL,,Full Time Employee,Irvine,,USD,10,promotion,High,AAA
8/4/2020 10:51:28,BL,Software Engineer,Full Time Employee,Irvine,120000,USD,,New Hire,,AAA
8/4/2020 10:52:15,BL,Software Engineer,Full Time Employee,Austin,100000,USD,,,,AAA
8/4/2020 10:58:39,BL,Senior Designer II,Full Time Employee,Irvine,155000,USD,4.5,,High,AAA
8/4/2020 11:01:58,BL,Software Engineer,Full Time Employee,Irvine,120000,USD,3,,Successful,AAA
8/4/2020 11:21:19,BL,Senior Software Engineer II,Full Time Employee,Irvine,180000,USD,4.5,,High,AAA
8/4/2020 11:29:35,BL,Senior Software Engineer I,Full Time Employee,Irvine,"$150,000",USD,2,,Successful,AAA
8/4/2020 11:33:27,BL,Specialist Game Master,Full Time Employee,Cork,"33,000€",EUR,3,,High,AAA
8/4/2020 11:44:17,BL,Test Analyst,Full Time Employee,Irvine,49000,USD,,I've been working at Blizzard for over 10 years,High,AAA
8/4/2020 11:46:42,BL,Associate Software Developer Engineer in Test,Full Time Employee,Irvine,"$38.03 ($79,102)",USD,3.5,,Successful,AAA
8/4/2020 11:48:59,BL,Senior Game Designer I,Full Time Employee,Irvine,114000,USD,3,,High,AAA
8/4/2020 11:59:16,BL,Manager,Full Time Employee,The Hague,97452,EUR,2.5,"No raises due to being ""out of band"" in previous years.",Successful,AAA
8/4/2020 12:00:25,BL,Associate Software Engineer,Full Time Employee,Irvine,82805,USD,3.5,,Successful,AAA
8/4/2020 12:01:06,BL,Designer,Full Time Employee,Irvine,98000,USD,13,Promotion incl,High,AAA
8/4/2020 12:02:49,BL,,Full Time Employee,Irvine,"113,000",USD,3,,High,AAA
8/4/2020 12:21:26,BL,Senior software engineer II,Full Time Employee,Irvine,"166,000",USD,13.3,Received promotion which explains the higher increase,High,AAA
8/4/2020 12:27:42,BL,UX Researcher,Full Time Employee,Irvine,"$110,000",USD,0.5,,,AAA
8/4/2020 12:28:23,BL,Systems Administrator 1,Full Time Employee,Irvine,"71,000",USD,3,,High,AAA
8/4/2020 12:30:17,BL,Principal Software Engineer I,Full Time Employee,Irvine,"186,000",USD,2.9,,Successful,AAA
8/4/2020 12:33:10,BL,Customer Support,Full Time Employee,Austin,23 per hour,USD,3,"After getting a ""high"" rating, and told rewards were for top performers, i still received less of a % increase than last year. I feel for those who got ""successful"" or lower. ",High,AAA
8/4/2020 12:33:44,BL,Senior Software Engineer I,Full Time Employee,Irvine,138000,USD,2,,Successful,AAA
8/4/2020 12:47:08,BL,Technical Artist,Full Time Employee,Irvine,"41.89/hr ($87,131)",USD,2.5,,Successful,AAA
8/4/2020 12:51:04,BL,Senior Producer,Full Time Employee,Irvine,123500,USD,2.5,,High,AAA
8/4/2020 12:51:48,BL,Software Engineer,Full Time Employee,Irvine,120000,USD,3,,Successful,AAA
8/4/2020 12:54:18,BL,Senior Project Manager,Full Time Employee,Irvine,"128,125",USD,2.5,"Made 107,655 before joining Blizzard at 2019 -- was in the federal government as part of the GS pay band (was a 13-2). 8+ years of project management experience.",,AAA
8/4/2020 13:16:59,BL,QA Analyst,Full Time Employee,Irvine,24.49,USD,1.2,This is the second time in a row that the increase did not meet or exceed cost of living increases. Meaning that each year the company values my work at a lower rate than they did before. Last year the cafe increased its prices at a rate that was higher than my wage increase. ,Successful,AAA
8/4/2020 13:44:33,BL,Associate Producer,Full Time Employee,Irvine,"$70,000",USD,2,"I have been an associate for 3 years. I started at 32% pay penetration into the associate producer pay band and I am now at around 37%. 3 years in and I'm still in the ""Learning Stage"" based on the ABK pay band overview page. I have been told numerous times that I'm a mid-level producer and rarely receive concrete feedback for areas to grow in. 

My ""High rating"" was only a 5 cents per hour raise above my ""Successful"" rating from the previous year. When I asked about this, I was given a bunch of other external factors that contributed to this, but regardless, I worked super hard and was recognized with a ""high"" rating, and only received 5 more cents per hour. ",High,AAA
8/4/2020 13:50:34,BL,senior software engineer 1,Full Time Employee,Irvine,"164,187",USD,2.3,,High,AAA
8/4/2020 13:58:12,BL,Senior Software Engineer 1,Full Time Employee,Irvine,129104,USD,3,,Successful,AAA
8/4/2020 14:03:14,BL,Coordinator,Full Time Employee,Versailles,45245,EUR,2.5,never been promoted since I joined my department,Successful,AAA
8/4/2020 14:10:26,BL,CEO,Full Time Employee,Los Angeles,"40,000,000",USD,,,Developing,AAA
8/4/2020 15:32:07,BL,sr. product designer,Full Time Employee,santa monica,"109,997.00",USD,0,"Made 86,000 until last year (drastically below my peers), so maybe that's why 0%inc this year. Rated high and top for the previous 2 years. Was told they were required to rate me no higher than 'successful' this year, but that my work was just as good.",Successful,AAA
8/4/2020 15:32:42,BL,Senior Software Egr 1.-,Full Time Employee,Irvine,144001,USD,2,:(,Successful,AAA
8/4/2020 15:58:38,BL,SR. Financial Analyst,Full Time Employee,Irvine,101250,USD,1.25,,High,AAA
8/4/2020 16:00:49,BL,QA,Full Time Employee,Irvine,49000,USD,3,Wish it was higher.,High,AAA
8/4/2020 16:18:22,BL,Senior Software Engineer 1,Full Time Employee,Irvine,132736,USD,3.9,"I am not allowed to know my salary range, just my penetration percentage into it.",Successful,AAA
8/4/2020 16:33:11,BL,Test Analyst,Full Time Employee,Irvine,48610,USD,1.3,,Successful,AAA
8/4/2020 16:46:47,BL,Test Analyst,Full Time Employee,Irvine,$50k/yr,USD,4,,Successful,AAA
8/4/2020 17:31:18,BL,Senior Software Engineer II,Full Time Employee,Irvine,175000,USD,3,,,AAA
8/4/2020 17:39:12,BL,Associate Data Analyst,Full Time Employee,Irvine,62k,USD,4.5,,Top,AAA
8/4/2020 17:59:35,BL,Associate Producer,Full Time Employee,Irvine,36.4,USD,4,,High,AAA
8/4/2020 18:12:09,BL,Associate Software Development Engineer in Test,Full Time Employee,Austin,"74,000",USD,3,,Top,AAA
8/4/2020 18:17:18,BL,UI /UX Designer,Full Time Employee,Irvine,"100,000",USD,2,"If Riot opened up a game studio in Irvine, I'd be all over it.",High,AAA
8/4/2020 19:45:29,BL,Product Manager,Full Time Employee,Irvine,140000,USD,1,,Successful,AAA
8/4/2020 19:49:14,BL,Software Engineer,Full Time Employee,Irvine,104957,USD,11,,Top,AAA
8/4/2020 20:04:26,BL,Senior Test Analyst,Full Time Employee,Irvine,"60,000",USD,5.4,7.5 years tenure,Successful,AAA
8/4/2020 22:38:56,BL,Sr. Manager,Full Time Employee,Irvine,"145,000",USD,10,,Top,AAA
8/4/2020 22:47:44,BL,UX/UI Designer,Full Time Employee,Irvine,"$96,000",USD,3.5,,High,AAA
8/4/2020 22:59:59,BL,UX/UI Designer,Full Time Employee,Irvine,"$96,000",USD,3.5,,High,AAA
8/5/2020 0:41:45,BL,Product Manager,Full Time Employee,Irvine,"90,000",USD,3,,Successful,AAA
8/5/2020 1:25:02,BL,Senior Software Engineer I,Full Time Employee,Irvine,164,USD,2.5,,High,AAA
8/5/2020 4:27:57,BL,Associate Data Analyst,Full Time Employee,Irvine,"75,000",USD,0,,,AAA
8/5/2020 10:25:41,BL,Customer Support,Full Time Employee,Versailles,"€31,932 /$37,993",EUR,0,"Not had a pay increase in years, not even an increase to take into considering the cost of inflation which has gone up year after in France. CS is viewed as an entry level job that requires no skill to do, which is beyond the truth. Our workload has increased along with our tasks yet our wage remains the same.",Developing,AAA
8/5/2020 10:31:10,BL,Product Manager,Full Time Employee,Irvine,"$101,000",USD,0,,,AAA
8/5/2020 12:09:16,BL,,Contractor,LA,$46 hr,USD,0,Third category (TEMP),,AAA
8/5/2020 13:10:39,BL,IT Support Specialist I,Full Time Employee,Irvine,27.76,USD,2,,Successful,AAA
8/5/2020 14:05:24,BL,Associate Operations Manager,Full Time Employee,Irvine,"$60,757",USD,1.2,"I've been operating as a project/program manager for about 1.5 years now. I've been consistently asking for a title/track change since Nov 2019. This was originally planned to go through during this promotion cycle, but apparently my departmental leadership and HR are having discussions about the value/place that PMs have in the organization, and have held off on changing anything for me in the meantime.",Successful,AAA
8/5/2020 14:27:30,BL,Senior 3D Artist,Full Time Employee,Irvine,107500,USD,3,,High,AAA
8/5/2020 15:59:25,BL,senior artist 1,Full Time Employee,Irvine,"112,000",USD,3,"I was significantly underpaid as an associate and mid level artist, despite getting frequent 4 ratings on my reviews. It was adjusted when I was promoted to senior to be more fair and equal to people of a similar level, or so they told me.",High,AAA
8/5/2020 17:26:49,BL,Associate game producer,Full Time Employee,Irvine,65000,USD,0,,,AAA
8/5/2020 19:01:36,BL,Technical Specialist Game Master,Full Time Employee,Austin,"43,389",USD,2.5,,Top,AAA
8/5/2020 20:52:11,BL,Associate Software Engineer,Full Time Employee,Irvine,"83,000",USD,3,,Developing,AAA
8/6/2020 2:57:42,BL,Specialist Game Master,Full Time Employee,Cork,"40,000$",EUR,0,"This is an ongoing topic for ages in CS and we are getting ignored for the same time. Over the years we evolved a lot (what is great) and added a ton of new task to our daily work. We worked for our e-sports department (twitch moderation, video editing und uploading, reporting), we are doing social media and part of the community work (twitter, forums, facebook etc.), doing manager task (providing training and coaching to peers, responsible for refunds, giving approvals). We got no compensation for our new task's and greater responsibly in our work. Our profit is ""non-existent"" and the merit increase is a joke over the last few years. A lot of (good) people left the company and we have to to more and more work without getting fairly paid for it",Successful,AAA
8/6/2020 6:52:01,BL,Senior Project Manager,Full Time Employee,Versailles,57000,EUR,1,,Successful,AAA
8/6/2020 8:16:50,BL,Customer Service Representative,Full Time Employee,Cork,33300,EUR,1,11 year tenure,Successful,AAA
8/6/2020 8:29:31,BL,Game Master,Full Time Employee,Cork,32556.29 Euro,EUR,1,Been working here since 2009,Successful,AAA
8/6/2020 8:35:14,BL,Game Master,Full Time Employee,Cork,35k,EUR,1,,Successful,AAA
8/6/2020 8:55:38,BL,Game Master,Full Time Employee,Austin,"34,000",USD,1,"Been at Blizzard over 6 years, always rated as a high performer, still only have 25% penetration into pay band",High,AAA
8/6/2020 9:37:50,BL,Senior Site Reliability Engineer,Full Time Employee,Work From Home - Virginia,160000,USD,,I started in June of this year,,AAA
8/6/2020 9:50:36,BL,Game Master,Full Time Employee,Cork,30500,EUR,1.2,,Successful,AAA
8/6/2020 10:48:27,BL,Senior Animator,Full Time Employee,Irvine,"123,600",USD,3,,High,AAA
8/6/2020 11:07:24,BL,Specialist Game Master,Full Time Employee,Austin,"39083/yr, 18.79/hr",USD,1.2,,Successful,AAA
8/6/2020 11:35:36,BL,Senior Software Engineer 1,Full Time Employee,Irvine,"$170,000",USD,2,,Successful,AAA
8/6/2020 11:37:53,BL,Associate Test Analyst,Full Time Employee,Irvine,42328,USD,1.2,,Successful,AAA
8/6/2020 11:44:53,BL,Associate User Researcher,Full Time Employee,Irvine,72051,USD,1.3,,Successful,AAA
8/6/2020 11:49:14,BL,Associate User Researcher,Full Time Employee,Irvine,72051,USD,1.3,,Successful,AAA
8/6/2020 12:10:16,BL,Senior Technical Artist I,Full Time Employee,Irvine,"133,307",USD,2,"2019 profit bonus ~30,000",Successful,AAA
